code,date,value
DONGRY2,7/1/2009,0.03
DSERRY2,7/1/2009,0.46
DHCERY2,7/1/2009,0.53
DHUTRY2,7/1/2009,0.06
DHLCRY2,7/1/2009,0.09
DTRSRY2,7/1/2009,0.19
DRCARY2,7/1/2009,0.04
DFSARY2,7/1/2009,0.05
DIFSRY2,7/1/2009,0.2
DOTSRY2,7/1/2009,0.08
DNPIRY2,7/1/2009,0.07
DNPERY2,7/1/2009,0.08
DNPSRY2,7/1/2009,0.02
A006RY2,7/1/2009,1.62
A007RY2,7/1/2009,0.3
A008RY2,7/1/2009,0.3
A009RY2,7/1/2009,0.52
B935RY2,7/1/2009,0.11
B985RY2,7/1/2009,0.08
A937RY2,7/1/2009,0.16
A680RY2,7/1/2009,0.02
A681RY2,7/1/2009,0.04
A862RY2,7/1/2009,0
A011RY2,7/1/2009,0.01
A014RY2,7/1/2009,1.32
B018RY2,7/1/2009,0.12
A015RY2,7/1/2009,1.2
A019RY2,7/1/2009,0.08
A020RY2,7/1/2009,0.04
A253RY2,7/1/2009,0.03
A646RY2,7/1/2009,0.01
A021RY2,7/1/2009,0.03
A255RY2,7/1/2009,0.01
A656RY2,7/1/2009,0.03
A822RY2,7/1/2009,0
A823RY2,7/1/2009,0.15
A824RY2,7/1/2009,0.01
A997RY2,7/1/2009,0.02
A788RY2,7/1/2009,0
A825RY2,7/1/2009,0.16
A542RY2,7/1/2009,0.21
A798RY2,7/1/2009,0.05
A829RY2,7/1/2009,0.15
A991RY2,7/1/2009,0.25
A799RY2,7/1/2009,0.1
A191RL1,10/1/2009,1.8
DPCERY2,10/1/2009,1.45
DGDSRY2,10/1/2009,0.82
DDURRY2,10/1/2009,0.46
DMOTRY2,10/1/2009,0.35
DFDHRY2,10/1/2009,0.05
DREQRY2,10/1/2009,0.05
DODGRY2,10/1/2009,0.01
DNDGRY2,10/1/2009,0.36
DFXARY2,10/1/2009,0.02
DCLORY2,10/1/2009,0.09
DGOERY2,10/1/2009,0.04
DONGRY2,10/1/2009,0.2
DSERRY2,10/1/2009,0.64
DHCERY2,10/1/2009,0.71
DHUTRY2,10/1/2009,0.18
DHLCRY2,10/1/2009,0.3
DTRSRY2,10/1/2009,0.1
DRCARY2,10/1/2009,0.06
DFSARY2,10/1/2009,0.01
DIFSRY2,10/1/2009,0.27
DOTSRY2,10/1/2009,0.07
DNPIRY2,10/1/2009,0.07
DNPERY2,10/1/2009,0.09
DNPSRY2,10/1/2009,0.16
A006RY2,10/1/2009,0.23
A007RY2,10/1/2009,0.79
A008RY2,10/1/2009,0.66
A009RY2,10/1/2009,0.46
B935RY2,10/1/2009,0.08
B985RY2,10/1/2009,0.02
A937RY2,10/1/2009,0.17
A680RY2,10/1/2009,0.02
A681RY2,10/1/2009,0.11
A862RY2,10/1/2009,0.02
A011RY2,10/1/2009,0.13
A014RY2,10/1/2009,1.01
B018RY2,10/1/2009,0.32
A015RY2,10/1/2009,0.69
A019RY2,10/1/2009,0.44
A020RY2,10/1/2009,0.63
A253RY2,10/1/2009,0.09
A646RY2,10/1/2009,0.54
A021RY2,10/1/2009,1.06
A255RY2,10/1/2009,0.78
A656RY2,10/1/2009,0.28
A822RY2,10/1/2009,0.15
A823RY2,10/1/2009,0
A824RY2,10/1/2009,0.12
A997RY2,10/1/2009,0.05
A788RY2,10/1/2009,0.07
A825RY2,10/1/2009,0.12
A542RY2,10/1/2009,0.18
A798RY2,10/1/2009,0.07
A829RY2,10/1/2009,0.15
A991RY2,10/1/2009,0.08
A799RY2,10/1/2009,0.23
A191RL1,1/1/2010,1.5
DPCERY2,1/1/2010,1.09
DGDSRY2,1/1/2010,0.52
DDURRY2,1/1/2010,0.42
DMOTRY2,1/1/2010,0.08
DFDHRY2,1/1/2010,0.07
DREQRY2,1/1/2010,0.11
DODGRY2,1/1/2010,0.16
DNDGRY2,1/1/2010,0.1
DFXARY2,1/1/2010,0.01
DCLORY2,1/1/2010,0.04
DGOERY2,1/1/2010,0.03
DONGRY2,1/1/2010,0.05
DSERRY2,1/1/2010,0.58
DHCERY2,1/1/2010,0.43
DHUTRY2,1/1/2010,0.14
DHLCRY2,1/1/2010,0.37
DTRSRY2,1/1/2010,0.01
DRCARY2,1/1/2010,0
DFSARY2,1/1/2010,0.19
DIFSRY2,1/1/2010,0.25
DOTSRY2,1/1/2010,0.01
DNPIRY2,1/1/2010,0.15
DNPERY2,1/1/2010,0.27
DNPSRY2,1/1/2010,0.13
A006RY2,1/1/2010,0.1
A007RY2,1/1/2010,0.01
A008RY2,1/1/2010,0.08
A009RY2,1/1/2010,0.29
B935RY2,1/1/2010,0.12
B985RY2,1/1/2010,0.51
A937RY2,1/1/2010,0.06
A680RY2,1/1/2010,0.09
A681RY2,1/1/2010,0.86
A862RY2,1/1/2010,0.08
A011RY2,1/1/2010,0.06
A014RY2,1/1/2010,0.09
B018RY2,1/1/2010,0.12
A015RY2,1/1/2010,0.21
A019RY2,1/1/2010,0.24
A020RY2,1/1/2010,0.05
A253RY2,1/1/2010,0.39
A646RY2,1/1/2010,0.35
A021RY2,1/1/2010,0.27
A255RY2,1/1/2010,0.49
A656RY2,1/1/2010,0.22
A822RY2,1/1/2010,0.26
A823RY2,1/1/2010,0.21
A824RY2,1/1/2010,0.18
A997RY2,1/1/2010,0.08
A788RY2,1/1/2010,0.1
A825RY2,1/1/2010,0.39
A542RY2,1/1/2010,0.31
A798RY2,1/1/2010,0.08
A829RY2,1/1/2010,0.47
A991RY2,1/1/2010,0.58
A799RY2,1/1/2010,0.1
A191RL1,4/1/2010,1.5
DPCERY2,4/1/2010,1.08
DGDSRY2,4/1/2010,0.35
DDURRY2,4/1/2010,0.31
DMOTRY2,4/1/2010,0.18
DFDHRY2,4/1/2010,0.04
DREQRY2,4/1/2010,0.08
DODGRY2,4/1/2010,0.02
DNDGRY2,4/1/2010,0.04
DFXARY2,4/1/2010,0
DCLORY2,4/1/2010,0.01
DGOERY2,4/1/2010,0.08
DONGRY2,4/1/2010,0.03
DSERRY2,4/1/2010,0.73
DHCERY2,4/1/2010,0.74
DHUTRY2,4/1/2010,0.07
DHLCRY2,4/1/2010,0.33
DTRSRY2,4/1/2010,0.06
DRCARY2,4/1/2010,0.06
DFSARY2,4/1/2010,0.02
DIFSRY2,4/1/2010,0.24
DOTSRY2,4/1/2010,0.06
DNPIRY2,4/1/2010,0
DNPERY2,4/1/2010,0.22
DNPSRY2,4/1/2010,0.22
A006RY2,4/1/2010,0.28
A007RY2,4/1/2010,0.33
A008RY2,4/1/2010,0.29
A009RY2,4/1/2010,0.13
B935RY2,4/1/2010,0.3
B985RY2,4/1/2010,0.27
A937RY2,4/1/2010,0.02
A680RY2,4/1/2010,0.22
A681RY2,4/1/2010,0.23
A862RY2,4/1/2010,0.09
A011RY2,4/1/2010,0.03
A014RY2,4/1/2010,0.04
B018RY2,4/1/2010,0.18
A015RY2,4/1/2010,0.21
A019RY2,4/1/2010,1.01
A020RY2,4/1/2010,0.1
A253RY2,4/1/2010,0.27
A646RY2,4/1/2010,0.17
A021RY2,4/1/2010,1.1
A255RY2,4/1/2010,1.22
A656RY2,4/1/2010,0.11
A822RY2,4/1/2010,0.27
A823RY2,4/1/2010,0.01
A824RY2,4/1/2010,0.06
A997RY2,4/1/2010,0.02
A788RY2,4/1/2010,0.04
A825RY2,4/1/2010,0.04
A542RY2,4/1/2010,0
A798RY2,4/1/2010,0.04
A829RY2,4/1/2010,0.26
A991RY2,4/1/2010,0.28
A799RY2,4/1/2010,0.01
A191RL1,7/1/2010,0.7
DPCERY2,7/1/2010,0.02
DGDSRY2,7/1/2010,0.2
DDURRY2,7/1/2010,0.02
DMOTRY2,7/1/2010,0.14
DFDHRY2,7/1/2010,0.07
DREQRY2,7/1/2010,0.09
DODGRY2,7/1/2010,0.04
DNDGRY2,7/1/2010,0.18
DFXARY2,7/1/2010,0.11
DCLORY2,7/1/2010,0.05
DGOERY2,7/1/2010,0.22
DONGRY2,7/1/2010,0.03
DSERRY2,7/1/2010,0.23
DHCERY2,7/1/2010,0.04
DHUTRY2,7/1/2010,0.15
DHLCRY2,7/1/2010,0.14
DTRSRY2,7/1/2010,0.03
DRCARY2,7/1/2010,0.02
DFSARY2,7/1/2010,0.05
DIFSRY2,7/1/2010,0.15
DOTSRY2,7/1/2010,0.12
DNPIRY2,7/1/2010,0.19
DNPERY2,7/1/2010,0.09
DNPSRY2,7/1/2010,0.1
A006RY2,7/1/2010,0.32
A007RY2,7/1/2010,0.14
A008RY2,7/1/2010,0.01
A009RY2,7/1/2010,0.25
B935RY2,7/1/2010,0.06
B985RY2,7/1/2010,0.1
A937RY2,7/1/2010,0.12
A680RY2,7/1/2010,0.04
A681RY2,7/1/2010,0.26
A862RY2,7/1/2010,0.11
A011RY2,7/1/2010,0.14
A014RY2,7/1/2010,0.46
B018RY2,7/1/2010,0.04
A015RY2,7/1/2010,0.5
A019RY2,7/1/2010,1.18
A020RY2,7/1/2010,0.77
A253RY2,7/1/2010,0.43
A646RY2,7/1/2010,0.33
A021RY2,7/1/2010,0.41
A255RY2,7/1/2010,0.37
A656RY2,7/1/2010,0.05
A822RY2,7/1/2010,0.75
A823RY2,7/1/2010,0.39
A824RY2,7/1/2010,0.05
A997RY2,7/1/2010,0.05
A788RY2,7/1/2010,0
A825RY2,7/1/2010,0.34
A542RY2,7/1/2010,0.3
A798RY2,7/1/2010,0.04
A829RY2,7/1/2010,0.36
A991RY2,7/1/2010,0.26
A799RY2,7/1/2010,0.1
A191RL1,10/1/2010,0.7
DPCERY2,10/1/2010,0.25
DGDSRY2,10/1/2010,0.6
DDURRY2,10/1/2010,0.6
DMOTRY2,10/1/2010,0.44
DFDHRY2,10/1/2010,0.06
DREQRY2,10/1/2010,0.16
DODGRY2,10/1/2010,0.06
DNDGRY2,10/1/2010,0
DFXARY2,10/1/2010,0.05
DCLORY2,10/1/2010,0.04
DGOERY2,10/1/2010,0.04
DONGRY2,10/1/2010,0.04
DSERRY2,10/1/2010,0.36
DHCERY2,10/1/2010,0.44
DHUTRY2,10/1/2010,0.2
DHLCRY2,10/1/2010,0.1
DTRSRY2,10/1/2010,0
DRCARY2,10/1/2010,0.09
DFSARY2,10/1/2010,0.03
DIFSRY2,10/1/2010,0.04
DOTSRY2,10/1/2010,0.04
DNPIRY2,10/1/2010,0.09
DNPERY2,10/1/2010,0.07
DNPSRY2,10/1/2010,0.03
A006RY2,10/1/2010,2.69
A007RY2,10/1/2010,0.63
A008RY2,10/1/2010,0.51
A009RY2,10/1/2010,0.16
B935RY2,10/1/2010,0.21
B985RY2,10/1/2010,0.07
A937RY2,10/1/2010,0.07
A680RY2,10/1/2010,0.01
A681RY2,10/1/2010,0.33
A862RY2,10/1/2010,0.12
A011RY2,10/1/2010,0.11
A014RY2,10/1/2010,2.07
B018RY2,10/1/2010,0.08
A015RY2,10/1/2010,1.98
A019RY2,10/1/2010,2.32
A020RY2,10/1/2010,0.49
A253RY2,10/1/2010,0.14
A646RY2,10/1/2010,0.35
A021RY2,10/1/2010,2.81
A255RY2,10/1/2010,2.65
A656RY2,10/1/2010,0.16
A822RY2,10/1/2010,0.76
A823RY2,10/1/2010,0.22
A824RY2,10/1/2010,0.08
A997RY2,10/1/2010,0.07
A788RY2,10/1/2010,0.15
A825RY2,10/1/2010,0.14
A542RY2,10/1/2010,0.09
A798RY2,10/1/2010,0.05
A829RY2,10/1/2010,0.53
A991RY2,10/1/2010,0.27
A799RY2,10/1/2010,0.26
A191RL1,1/1/2011,3.3
DPCERY2,1/1/2011,0.53
DGDSRY2,1/1/2011,0.46
DDURRY2,1/1/2011,0.41
DMOTRY2,1/1/2011,0.3
DFDHRY2,1/1/2011,0.05
DREQRY2,1/1/2011,0.06
DODGRY2,1/1/2011,0
DNDGRY2,1/1/2011,0.05
DFXARY2,1/1/2011,0.01
DCLORY2,1/1/2011,0.04
DGOERY2,1/1/2011,0.05
DONGRY2,1/1/2011,0.06
DSERRY2,1/1/2011,0.08
DHCERY2,1/1/2011,0.1
DHUTRY2,1/1/2011,0.07
DHLCRY2,1/1/2011,0.09
DTRSRY2,1/1/2011,0.08
DRCARY2,1/1/2011,0.04
DFSARY2,1/1/2011,0.11
DIFSRY2,1/1/2011,0.17
DOTSRY2,1/1/2011,0.18
DNPIRY2,1/1/2011,0.02
DNPERY2,1/1/2011,0.18
DNPSRY2,1/1/2011,0.21
A006RY2,1/1/2011,2.08
A007RY2,1/1/2011,0.2
A008RY2,1/1/2011,0.27
A009RY2,1/1/2011,0.1
B935RY2,1/1/2011,0.05
B985RY2,1/1/2011,0.04
A937RY2,1/1/2011,0.15
A680RY2,1/1/2011,0.2
A681RY2,1/1/2011,0.02
A862RY2,1/1/2011,0.02
A011RY2,1/1/2011,0.07
A014RY2,1/1/2011,1.89
B018RY2,1/1/2011,0.37
A015RY2,1/1/2011,2.27
A019RY2,1/1/2011,0.16
A020RY2,1/1/2011,0.37
A253RY2,1/1/2011,0.46
A646RY2,1/1/2011,0.1
A021RY2,1/1/2011,0.21
A255RY2,1/1/2011,0.06
A656RY2,1/1/2011,0.14
A822RY2,1/1/2011,0.51
A823RY2,1/1/2011,0.27
A824RY2,1/1/2011,0.12
A997RY2,1/1/2011,0.1
A788RY2,1/1/2011,0.04
A825RY2,1/1/2011,0.14
A542RY2,1/1/2011,0.16
A798RY2,1/1/2011,0.02
A829RY2,1/1/2011,0.24
A991RY2,1/1/2011,0.33
A799RY2,1/1/2011,0.08
A191RL1,4/1/2011,1.6
DPCERY2,4/1/2011,0.5
DGDSRY2,4/1/2011,0.15
DDURRY2,4/1/2011,0.16
DMOTRY2,4/1/2011,0.13
DFDHRY2,4/1/2011,0.05
DREQRY2,4/1/2011,0.03
DODGRY2,4/1/2011,0
DNDGRY2,4/1/2011,0.01
DFXARY2,4/1/2011,0.05
DCLORY2,4/1/2011,0.05
DGOERY2,4/1/2011,0.07
DONGRY2,4/1/2011,0.07
DSERRY2,4/1/2011,0.35
DHCERY2,4/1/2011,0.33
DHUTRY2,4/1/2011,0.11
DHLCRY2,4/1/2011,0.06
DTRSRY2,4/1/2011,0.08
DRCARY2,4/1/2011,0.09
DFSARY2,4/1/2011,0.03
DIFSRY2,4/1/2011,0.1
DOTSRY2,4/1/2011,0.07
DNPIRY2,4/1/2011,0.02
DNPERY2,4/1/2011,0.04
DNPSRY2,4/1/2011,0.01
A006RY2,4/1/2011,1.27
A007RY2,4/1/2011,0.41
A008RY2,4/1/2011,0.36
A009RY2,4/1/2011,0.43
B935RY2,4/1/2011,0.16
B985RY2,4/1/2011,0
A937RY2,4/1/2011,0.08
A680RY2,4/1/2011,0.18
A681RY2,4/1/2011,0.19
A862RY2,4/1/2011,0.07
A011RY2,4/1/2011,0.05
A014RY2,4/1/2011,0.86
B018RY2,4/1/2011,0.01
A015RY2,4/1/2011,0.87
A019RY2,4/1/2011,0.27
A020RY2,4/1/2011,0.01
A253RY2,4/1/2011,0.2
A646RY2,4/1/2011,0.21
A021RY2,4/1/2011,0.28
A255RY2,4/1/2011,0.11
A656RY2,4/1/2011,0.39
A822RY2,4/1/2011,0.15
A823RY2,4/1/2011,0.04
A824RY2,4/1/2011,0.03
A997RY2,4/1/2011,0.15
A788RY2,4/1/2011,0.12
A825RY2,4/1/2011,0.01
A542RY2,4/1/2011,0.01
A798RY2,4/1/2011,0.02
A829RY2,4/1/2011,0.19
A991RY2,4/1/2011,0.02
A799RY2,4/1/2011,0.17
A191RL1,7/1/2011,1.7
DPCERY2,7/1/2011,0.52
DGDSRY2,7/1/2011,0.15
DDURRY2,7/1/2011,0.05
DMOTRY2,7/1/2011,0.11
DFDHRY2,7/1/2011,0.01
DREQRY2,7/1/2011,0.06
DODGRY2,7/1/2011,0.02
DNDGRY2,7/1/2011,0.21
DFXARY2,7/1/2011,0.1
DCLORY2,7/1/2011,0.06
DGOERY2,7/1/2011,0.11
DONGRY2,7/1/2011,0.07
DSERRY2,7/1/2011,0.38
DHCERY2,7/1/2011,0.6
DHUTRY2,7/1/2011,0.03
DHLCRY2,7/1/2011,0.64
DTRSRY2,7/1/2011,0.08
DRCARY2,7/1/2011,0.02
DFSARY2,7/1/2011,0.02
DIFSRY2,7/1/2011,0
DOTSRY2,7/1/2011,0.04
DNPIRY2,7/1/2011,0.23
DNPERY2,7/1/2011,0.41
DNPSRY2,7/1/2011,0.63
A006RY2,7/1/2011,0.37
A007RY2,7/1/2011,0.65
A008RY2,7/1/2011,0.52
A009RY2,7/1/2011,0.22
B935RY2,7/1/2011,0.02
B985RY2,7/1/2011,0.05
A937RY2,7/1/2011,0.12
A680RY2,7/1/2011,0.01
A681RY2,7/1/2011,0.18
A862RY2,7/1/2011,0.06
A011RY2,7/1/2011,0.14
A014RY2,7/1/2011,1.02
B018RY2,7/1/2011,0.15
A015RY2,7/1/2011,1.17
A019RY2,7/1/2011,0.21
A020RY2,7/1/2011,0.02
A253RY2,7/1/2011,0.13
A646RY2,7/1/2011,0.15
A021RY2,7/1/2011,0.22
A255RY2,7/1/2011,0.05
A656RY2,7/1/2011,0.17
A822RY2,7/1/2011,0.52
A823RY2,7/1/2011,0.51
A824RY2,7/1/2011,0.15
A997RY2,7/1/2011,0.03
A788RY2,7/1/2011,0.13
A825RY2,7/1/2011,0.35
A542RY2,7/1/2011,0.31
A798RY2,7/1/2011,0.04
A829RY2,7/1/2011,0.01
A991RY2,7/1/2011,0.13
A799RY2,7/1/2011,0.14
A191RL1,10/1/2011,1.8
DPCERY2,10/1/2011,0.51
DGDSRY2,10/1/2011,0.44
DDURRY2,10/1/2011,0.24
DMOTRY2,10/1/2011,0.31
DFDHRY2,10/1/2011,0
DREQRY2,10/1/2011,0.02
DODGRY2,10/1/2011,0.04
DNDGRY2,10/1/2011,0.19
DFXARY2,10/1/2011,0.06
DCLORY2,10/1/2011,0
DGOERY2,10/1/2011,0.04
DONGRY2,10/1/2011,0.1
DSERRY2,10/1/2011,0.06
DHCERY2,10/1/2011,0.14
DHUTRY2,10/1/2011,0.26
DHLCRY2,10/1/2011,0.38
DTRSRY2,10/1/2011,0.01
DRCARY2,10/1/2011,0.06
DFSARY2,10/1/2011,0.2
DIFSRY2,10/1/2011,0.14
DOTSRY2,10/1/2011,0.1
DNPIRY2,10/1/2011,0.21
DNPERY2,10/1/2011,0.1
DNPSRY2,10/1/2011,0.3
A006RY2,10/1/2011,1.81
A007RY2,10/1/2011,0.95
A008RY2,10/1/2011,0.9
A009RY2,10/1/2011,0.55
B935RY2,10/1/2011,0.2
B985RY2,10/1/2011,0.05
A937RY2,10/1/2011,0.03
A680RY2,10/1/2011,0.04
A681RY2,10/1/2011,0.41
A862RY2,10/1/2011,0.08
A011RY2,10/1/2011,0.05
A014RY2,10/1/2011,0.86
B018RY2,10/1/2011,0.01
A015RY2,10/1/2011,0.85
A019RY2,10/1/2011,0.1
A020RY2,10/1/2011,0.08
A253RY2,10/1/2011,0.28
A646RY2,10/1/2011,0.36
A021RY2,10/1/2011,0.01
A255RY2,10/1/2011,0.16
A656RY2,10/1/2011,0.15
A822RY2,10/1/2011,0.62
A823RY2,10/1/2011,0.41
A824RY2,10/1/2011,0.2
A997RY2,10/1/2011,0.05
A788RY2,10/1/2011,0.15
A825RY2,10/1/2011,0.21
A542RY2,10/1/2011,0.19
A798RY2,10/1/2011,0.01
A829RY2,10/1/2011,0.22
A991RY2,10/1/2011,0.23
A799RY2,10/1/2011,0.02
A191RL1,1/1/2012,0.5
DPCERY2,1/1/2012,0.41
DGDSRY2,1/1/2012,0.36
DDURRY2,1/1/2012,0.34
DMOTRY2,1/1/2012,0.4
DFDHRY2,1/1/2012,0.04
DREQRY2,1/1/2012,0.18
DODGRY2,1/1/2012,0.08
DNDGRY2,1/1/2012,0.03
DFXARY2,1/1/2012,0.02
DCLORY2,1/1/2012,0.01
DGOERY2,1/1/2012,0.03
DONGRY2,1/1/2012,0.03
DSERRY2,1/1/2012,0.05
DHCERY2,1/1/2012,0.11
DHUTRY2,1/1/2012,0.19
DHLCRY2,1/1/2012,0.52
DTRSRY2,1/1/2012,0.11
DRCARY2,1/1/2012,0.06
DFSARY2,1/1/2012,0.01
DIFSRY2,1/1/2012,0.48
DOTSRY2,1/1/2012,0.22
DNPIRY2,1/1/2012,0.06
DNPERY2,1/1/2012,0.27
DNPSRY2,1/1/2012,0.23
A006RY2,1/1/2012,0.7
A007RY2,1/1/2012,1.82
A008RY2,1/1/2012,1.59
A009RY2,1/1/2012,0.83
B935RY2,1/1/2012,0.26
B985RY2,1/1/2012,0.13
A937RY2,1/1/2012,0.24
A680RY2,1/1/2012,0.12
A681RY2,1/1/2012,0.04
A862RY2,1/1/2012,0.26
A011RY2,1/1/2012,0.23
A014RY2,1/1/2012,1.12
B018RY2,1/1/2012,0.3
A015RY2,1/1/2012,0.82
A019RY2,1/1/2012,0.01
A020RY2,1/1/2012,0.36
A253RY2,1/1/2012,0.21
A646RY2,1/1/2012,0.15
A021RY2,1/1/2012,0.34
A255RY2,1/1/2012,0.09
A656RY2,1/1/2012,0.25
A822RY2,1/1/2012,0.2
A823RY2,1/1/2012,0.43
A824RY2,1/1/2012,0.24
A997RY2,1/1/2012,0.28
A788RY2,1/1/2012,0.03
A825RY2,1/1/2012,0.17
A542RY2,1/1/2012,0.18
A798RY2,1/1/2012,0.01
A829RY2,1/1/2012,0.22
A991RY2,1/1/2012,0.05
A799RY2,1/1/2012,0.16
A191RL1,4/1/2012,0.4
DPCERY2,4/1/2012,0.6
DGDSRY2,4/1/2012,0.08
DDURRY2,4/1/2012,0.28
DMOTRY2,4/1/2012,0.34
DFDHRY2,4/1/2012,0.04
DREQRY2,4/1/2012,0.05
DODGRY2,4/1/2012,0.07
DNDGRY2,4/1/2012,0.19
DFXARY2,4/1/2012,0.04
DCLORY2,4/1/2012,0.01
DGOERY2,4/1/2012,0.16
DONGRY2,4/1/2012,0.06
DSERRY2,4/1/2012,0.67
DHCERY2,4/1/2012,0.92
DHUTRY2,4/1/2012,0.05
DHLCRY2,4/1/2012,0.33
DTRSRY2,4/1/2012,0.14
DRCARY2,4/1/2012,0.12
DFSARY2,4/1/2012,0.04
DIFSRY2,4/1/2012,0.8
DOTSRY2,4/1/2012,0.16
DNPIRY2,4/1/2012,0.25
DNPERY2,4/1/2012,0.15
DNPSRY2,4/1/2012,0.39
A006RY2,4/1/2012,0.45
A007RY2,4/1/2012,0.22
A008RY2,4/1/2012,0.34
A009RY2,4/1/2012,0.24
B935RY2,4/1/2012,0.02
B985RY2,4/1/2012,0.02
A937RY2,4/1/2012,0.02
A680RY2,4/1/2012,0.03
A681RY2,4/1/2012,0.01
A862RY2,4/1/2012,0.13
A011RY2,4/1/2012,0.12
A014RY2,4/1/2012,0.24
B018RY2,4/1/2012,0.16
A015RY2,4/1/2012,0.4
A019RY2,4/1/2012,0.59
A020RY2,4/1/2012,0.12
A253RY2,4/1/2012,0.14
A646RY2,4/1/2012,0.02
A021RY2,4/1/2012,0.71
A255RY2,4/1/2012,0.65
A656RY2,4/1/2012,0.06
A822RY2,4/1/2012,0.11
A823RY2,4/1/2012,0.21
A824RY2,4/1/2012,0.21
A997RY2,4/1/2012,0.07
A788RY2,4/1/2012,0.14
A825RY2,4/1/2012,0
A542RY2,4/1/2012,0.02
A798RY2,4/1/2012,0.02
A829RY2,4/1/2012,0.12
A991RY2,4/1/2012,0
A799RY2,4/1/2012,0.11
A191RL1,7/1/2012,1.5
DPCERY2,7/1/2012,0.7
DGDSRY2,7/1/2012,0.4
DDURRY2,7/1/2012,0.15
DMOTRY2,7/1/2012,0.03
DFDHRY2,7/1/2012,0.09
DREQRY2,7/1/2012,0.08
DODGRY2,7/1/2012,0.04
DNDGRY2,7/1/2012,0.26
DFXARY2,7/1/2012,0.05
DCLORY2,7/1/2012,0
DGOERY2,7/1/2012,0.03
DONGRY2,7/1/2012,0.18
DSERRY2,7/1/2012,0.29
DHCERY2,7/1/2012,0.12
DHUTRY2,7/1/2012,0.13
DHLCRY2,7/1/2012,0.3
DTRSRY2,7/1/2012,0.04
DRCARY2,7/1/2012,0.1
DFSARY2,7/1/2012,0.05
DIFSRY2,7/1/2012,0.29
DOTSRY2,7/1/2012,0.02
DNPIRY2,7/1/2012,0.17
DNPERY2,7/1/2012,0.25
DNPSRY2,7/1/2012,0.41
A006RY2,7/1/2012,0.25
A007RY2,7/1/2012,0.2
A008RY2,7/1/2012,0.14
A009RY2,7/1/2012,0.01
B935RY2,7/1/2012,0
B985RY2,7/1/2012,0.12
A937RY2,7/1/2012,0.04
A680RY2,7/1/2012,0.14
A681RY2,7/1/2012,0.03
A862RY2,7/1/2012,0.01
A011RY2,7/1/2012,0.06
A014RY2,7/1/2012,0.06
B018RY2,7/1/2012,0.13
A015RY2,7/1/2012,0.19
A019RY2,7/1/2012,0.34
A020RY2,7/1/2012,0.5
A253RY2,7/1/2012,0.55
A646RY2,7/1/2012,0.06
A021RY2,7/1/2012,0.14
A255RY2,7/1/2012,0.29
A656RY2,7/1/2012,0.14
A822RY2,7/1/2012,0.93
A823RY2,7/1/2012,0.68
A824RY2,7/1/2012,0.6
A997RY2,7/1/2012,0.54
A788RY2,7/1/2012,0.07
A825RY2,7/1/2012,0.08
A542RY2,7/1/2012,0.06
A798RY2,7/1/2012,0.03
A829RY2,7/1/2012,0.25
A991RY2,7/1/2012,0.04
A799RY2,7/1/2012,0.21
A191RL1,10/1/2012,0.2
DPCERY2,10/1/2012,0.74
DGDSRY2,10/1/2012,0.55
DDURRY2,10/1/2012,0.44
DMOTRY2,10/1/2012,0.4
DFDHRY2,10/1/2012,0.02
DREQRY2,10/1/2012,0.06
DODGRY2,10/1/2012,0
DNDGRY2,10/1/2012,0.11
DFXARY2,10/1/2012,0.06
DCLORY2,10/1/2012,0.07
DGOERY2,10/1/2012,0.08
DONGRY2,10/1/2012,0.02
DSERRY2,10/1/2012,0.19
DHCERY2,10/1/2012,0.41
DHUTRY2,10/1/2012,0.16
DHLCRY2,10/1/2012,0.27
DTRSRY2,10/1/2012,0.06
DRCARY2,10/1/2012,0.07
DFSARY2,10/1/2012,0.21
DIFSRY2,10/1/2012,0.25
DOTSRY2,10/1/2012,0.14
DNPIRY2,10/1/2012,0.22
DNPERY2,10/1/2012,0.21
DNPSRY2,10/1/2012,0.43
A006RY2,10/1/2012,0.43
A007RY2,10/1/2012,0.16
A008RY2,10/1/2012,0.37
A009RY2,10/1/2012,0.18
B935RY2,10/1/2012,0.14
B985RY2,10/1/2012,0.03
A937RY2,10/1/2012,0.05
A680RY2,10/1/2012,0.01
